name,skill_download_count,skill_install_count,skill_star_count,skill_fork_count,developer,developer_is_org,developer_github_stars,domain,ambiguous_permissions,source_plat,declaration_atomic_ids,implementation_atomic_ids,minimum_permission_set,requested_atoms_used,necessary_atoms_used,reach,phi,gamma,pdei_score,n_eff,n_eff_tier,n_eff_source,platform_median_used,alpha1_star_used,alpha2_fork_used,lambda_dev,delta_t1,delta_t2,delta_t3,delta_t4,extra_t1,extra_t2,extra_t3,extra_t4,unknown_requested_atoms,unknown_necessary_atoms,path_A,path_B,path_C,path_D,path_E
building-gitops-workflows,,24.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"A4,O4,Q3,R8,X1,X3,X7,X8",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","A4,O4,Q3,R8,X1,X3,X7,X8","A3,A4,A5,G1,R1",6.579,14.5,4.0,381.59,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,5,0,"Q3,R8",,"O4,X1,X3,X7,X8",,,,0,1,0,0,0
perplexity-debug-bundle,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"I4,Q1,Q3,R7,X1,X7,X8",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","I4,Q1,Q3,R7,X1,X7,X8","A3,A4,A5,G1,R1",6.579,13.5,10.0,888.18,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,3,1,"Q3,R7",,"X1,X7,X8",I4,,,0,1,0,0,1
groq-observability,,27.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"A3,A5,A7,R1,R7,X7",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","A3,A5,A7,R1,R7,X7","A3,A4,A5,G1,R1",6.579,7.5,10.0,493.43,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,1,1,R7,,X7,A7,,,0,1,0,0,1
test-retry-config,,23.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"A7,G1,X1",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","A7,G1,X1","A3,A4,A5,G1,R1",6.579,6.5,7.0,299.35,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,1,,,X1,A7,,,0,0,0,0,1
navan-observability,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"A5,A7,Q1,Q4,R7,W2,X1,X7,X8","I1,I2,I3,Q4","[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","A5,A7,Q1,Q4,R7,W2,X1,X7,X8","A3,A4,A5,G1,R1",6.579,13.5,10.0,888.18,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,3,1,"Q4,R7",,"X1,X7,X8",A7,,,0,1,0,0,1
pipeline-monitoring-setup,,26.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G1,X1","A3,A4,A5,G1,R1",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
gsd-note,,,2781,317,davepoon,False,2817,Dom-9,T,skillsmp,"Q1,X1",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","Q1,X1","G2,O1,Q3,R1,R4,R7,R8",6.826,2.5,1.0,17.06,5562.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
professional-communication,,129.0,24807,2453,davila7,False,26056,Dom-9,T,skill.sh,"A3,A4,A5,C5,G1,G2,I3,O4,Q1,Q3,Q4,R7,R8,W2,X3,X8","A2,A4,C5,G1,G2,I4,O4,Q3,Q4,R8,W2,X3,X5","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A3,A4,A5,C5,G1,G2,I3,O4,Q1,Q3,Q4,R7,R8,W2,X3,X8","G2,O1,Q3,R1,R4,R7,R8",8.526,26.5,26.0,5874.29,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,1,3,4,Q4,C5,"O4,X3,X8","A3,A4,A5,I3",,,1,1,1,1,1
memento-flashcards,,,106078,15187,NousResearch,True,115167,Dom-9,T,skillsmp,"A5,A7,G3,I4,O4,Q1,Q4,R1,X4","G3,G5,O4,Q2,R10,R5,R6,U2,W1,X1,X4,X6,X7","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A5,A7,G3,I4,O4,Q1,Q4,R1,X4","G2,O1,Q3,R1,R4,R7,R8",9.693,20.5,10.0,1986.98,212156.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,3,3,Q4,,"G3,O4,X4","A5,A7,I4",,,0,1,0,0,1
email-template-generator,,31.0,1990,269,jeremylongshore,False,2092,Dom-9,T,skill.sh,"G1,Q3,X1",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","G1,Q3,X1","G2,O1,Q3,R1,R4,R7,R8",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
decision-helper,,,106653,15658,Shubhamsaboo,False,108090,Dom-9,T,skillsmp,G1,,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]",G1,"G2,O1,Q3,R1,R4,R7,R8",9.699,0.0,1.0,0.0,213306.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,0,,,,,,,0,0,0,0,0
elevenlabs-automation,,,55259,5931,ComposioHQ,True,98912,Dom-9,F,skillsmp,"I4,O3,Q1,Q2,R1,R7",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","I4,O3,Q1,Q2,R1,R7","G2,O1,Q3,R1,R4,R7,R8",9.158,7.5,10.0,686.84,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,1,1,Q2,,O3,I4,,,0,1,0,0,1
bmad-create-story,,5.0,45240,5359,bmad-code-org,True,45703,Dom-9,T,skill.sh,"G1,G3,I3,Q1,Q2,R1,R5,R7,R9,X7,X8","G1,R1,X1,X8","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","G1,G3,I3,Q1,Q2,R1,R5,R7,R9,X7,X8","G2,O1,Q3,R1,R4,R7,R8",9.009,14.5,10.0,1306.35,90480.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,3,1,"Q2,R5,R9",,"G3,X7,X8",I3,,,0,1,0,0,1
form-cro,,125.0,24807,2453,davila7,False,26056,Dom-9,T,skill.sh,"G1,Q1,Q2,Q3,Q4,R1,R8,X3","Q3,Q4","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","G1,Q1,Q2,Q3,Q4,R1,R8,X3","G2,O1,Q3,R1,R4,R7,R8",8.526,4.5,4.0,153.46,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,1,0,"Q2,Q4",,X3,,,,0,1,0,0,0
planning-with-files,,,19202,1717,OthmanAdi,False,19367,Dom-9,T,skillsmp,"A4,A7,C3,G1,G3,O4,Q1,Q2,Q3,R1,R6,R7,R9,U1,W4,X1,X7,X8","A4,A7,G1,G4,O4,Q4,R1,R10,R5,R6,R9,U1,X1,X6,X7,X8","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A4,A7,C3,G1,G3,O4,Q1,Q2,Q3,R1,R6,R7,R9,U1,W4,X1,X7,X8","G2,O1,Q3,R1,R4,R7,R8",8.319,29.5,26.0,6380.56,38404.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,3,5,2,"Q2,R6,R9","C3,U1,W4","G3,O4,X1,X7,X8","A4,A7",,,1,1,1,1,1
granola-hello-world,,24.0,1990,269,jeremylongshore,False,2092,Dom-9,T,skill.sh,"G2,I3,K1,Q1,Q2,Q3,Q4,R1,R2,R7,R8,S2,X1",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","G2,I3,K1,Q1,Q2,Q3,Q4,R1,R2,R7,R8,S2,X1","G2,O1,Q3,R1,R4,R7,R8",6.579,12.0,10.0,789.49,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,2,1,"Q2,Q4,S2",,"K1,X1",I3,,,0,1,0,0,1
skill-creator,,,43928,4142,CherryHQ,True,47517,Dom-9,F,skillsmp,"A4,G1,G2,G3,I3,O3,O4,Q1,Q2,Q3,Q4,R1,R2,R7,R9,X1,X6,X7,X8","A5,G1,G3,G4,I4,Q1,Q2,Q3,Q4,R1,R10,R5,R9,U2,X1,X3,X6,X7,X8","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A4,G1,G2,G3,I3,O3,O4,Q1,Q2,Q3,Q4,R1,R2,R7,R9,X1,X6,X7,X8","G2,O1,Q3,R1,R4,R7,R8",8.969,28.5,10.0,2556.23,87856.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,0,7,2,"Q2,Q4,R9",,"G3,O3,O4,X1,X6,X7,X8","A4,I3",,,0,1,0,0,1
email-drafter,,,106653,15658,Shubhamsaboo,False,108090,Dom-9,T,skillsmp,"C3,G1,G2,I3,O1,Q3,Q4",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","C3,G1,G2,I3,O1,Q3,Q4","G2,O1,Q3,R1,R4,R7,R8",9.699,7.0,13.0,882.64,213306.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,1,0,1,Q4,C3,,I3,,,1,0,0,1,0
meeting-analyzer,,,12098,1590,alirezarezvani,False,14432,Dom-9,T,skillsmp,"G1,Q2,Q3,Q4,R1,R7,R8",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","G1,Q2,Q3,Q4,R1,R7,R8","G2,O1,Q3,R1,R4,R7,R8",7.987,2.0,1.0,15.97,24196.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,0,0,"Q2,Q4",,,,,,0,0,0,0,0
plan-writing,,167.0,24807,2453,davila7,False,26056,Dom-9,T,skill.sh,"G5,R7,U2,X8",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","G5,R7,U2,X8","G2,O1,Q3,R1,R4,R7,R8",8.526,7.0,5.0,298.4,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,1,2,0,,U2,"G5,X8",,,,0,0,1,0,0
meeting,,,2781,317,davepoon,False,2817,Dom-9,T,skillsmp,"G1,I3,Q1,Q4,R1,R7,X1,X7",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","G1,I3,Q1,Q4,R1,R7,X1,X7","G2,O1,Q3,R1,R4,R7,R8",6.826,10.0,10.0,682.59,5562.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,Q4,,"X1,X7",I3,,,0,1,0,0,1
heygen-automation,,,55259,5931,ComposioHQ,True,98912,Dom-9,F,skillsmp,"A5,Q1,R1,R7",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A5,Q1,R1,R7","G2,O1,Q3,R1,R4,R7,R8",9.158,4.0,1.0,36.63,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,1,,,,A5,,,0,0,0,0,0
deadline-prep,,,24807,2453,davila7,False,26056,Dom-9,T,skillsmp,"I3,Q2,R7,X3,X8",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","I3,Q2,R7,X3,X8","G2,O1,Q3,R1,R4,R7,R8",8.526,10.0,10.0,852.58,49614.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,Q2,,"X3,X8",I3,,,0,1,0,0,1
granola-performance-tuning,,21.0,1990,269,jeremylongshore,False,2092,Dom-9,T,skill.sh,"G1,K1,Q1,Q3,R1,R7,S2,S6","G1,G5,K4,R8,S2","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","G1,K1,Q1,Q3,R1,R7,S2,S6","G2,O1,Q3,R1,R4,R7,R8",6.579,4.5,4.0,118.42,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,1,0,"S2,S6",,K1,,,,0,1,0,0,0
fitness-nutrition,,,106078,15187,NousResearch,True,115167,Dom-9,T,skillsmp,"A3,I4,O3,Q1,Q4,R1,R7,X4,X8","I4,Q1,Q4,R1,W1,X7","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A3,I4,O3,Q1,Q4,R1,R7,X4,X8","G2,O1,Q3,R1,R4,R7,R8",9.693,16.5,10.0,1599.28,212156.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,3,2,Q4,,"O3,X4,X8","A3,I4",,,0,1,0,0,1
speak-core-workflow-b,,,1990,269,jeremylongshore,False,2092,Dom-9,T,skillsmp,"A3,A7,G1,Q1,R1,R7,S2,X1","G1,Q1,R10","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A3,A7,G1,Q1,R1,R7,S2,X1","G2,O1,Q3,R1,R4,R7,R8",6.579,11.5,10.0,756.59,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,1,2,S2,,X1,"A3,A7",,,0,1,0,0,1
meeting-minutes,,7435.0,30605,3652,github,True,665129,Dom-9,T,skill.sh,"G2,I3,Q1,Q2,Q3,Q4,R1,R4,R7,R8",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","G2,I3,Q1,Q2,Q3,Q4,R1,R4,R7,R8","G2,O1,Q3,R1,R4,R7,R8",8.704,6.0,1.0,52.23,61210.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,0,1,"Q2,Q4",,,I3,,,0,0,0,0,0
office-hours,,,78853,11339,garrytan,False,88771,Dom-9,T,skillsmp,"A2,A3,A4,A5,A7,G1,G2,G3,I3,I4,K6,O3,O4,Q1,Q2,Q3,Q4,R1,R2,R3,R5,R7,R8,U1,X1,X3,X7,X8",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A2,A3,A4,A5,A7,G1,G2,G3,I3,I4,K6,O3,O4,Q1,Q2,Q3,Q4,R1,R2,R3,R5,R7,R8,U1,X1,X3,X7,X8","G2,O1,Q3,R1,R4,R7,R8",9.461,50.0,26.0,12299.51,157706.0,2,star_proxy,38042.0,2.0,2.0,1.8,4,1,8,6,"Q2,Q4,R3,R5",U1,"G3,K6,O3,O4,X1,X3,X7,X8","A3,A4,A5,A7,I3,I4",,,1,1,1,1,1
product-manager-toolkit,,228.0,12098,1590,alirezarezvani,False,14432,Dom-9,T,skill.sh,"A3,A5,C2,G1,G2,I3,Q2,Q3,Q4,R1,R7,R8","A2,C2,G1,G2,I4,Q2,Q3,Q4,R1,R10,R5,R8,X5,X6","[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A3,A5,C2,G1,G2,I3,Q2,Q3,Q4,R1,R7,R8","G2,O1,Q3,R1,R4,R7,R8",7.987,16.0,13.0,1661.36,24196.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,1,0,3,"Q2,Q4",C2,,"A3,A5,I3",,,1,0,0,1,0
ship-learn-next,,126.0,24807,2453,davila7,False,26056,Dom-9,T,skill.sh,"A5,Q1,Q3,Q4",,"[""G2"", ""O1"", ""Q3"", ""R1"", ""R4"", ""R7"", ""R8""]","A5,Q1,Q3,Q4","G2,O1,Q3,R1,R4,R7,R8",8.526,5.0,1.0,42.63,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,0,1,Q4,,,A5,,,0,0,0,0,0
gws-gmail-send,,6532.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"G2,Q3,R4,R8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","G2,Q3,R4,R8","C2,C3,G2,O1,R1",8.501,3.0,1.0,25.5,50234.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,0,0,"Q3,R4,R8",,,,,,0,0,0,0,0
ops-inbox,,,2781,317,davepoon,False,2817,Dom-10,T,skillsmp,"A3,A4,A5,C3,G2,O3,O4,Q1,Q3,Q4,R1,R2,R7,R8,X1,X7,X8","G3,I4,K3,Q3,Q4,R8,X1,X4,X7,X8","[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A3,A4,A5,C3,G2,O3,O4,Q1,Q3,Q4,R1,R2,R7,R8,X1,X7,X8","C2,C3,G2,O1,R1",6.826,28.5,10.0,1945.39,5562.0,2,star_proxy,38042.0,2.0,2.0,1.8,4,0,5,3,"Q3,Q4,R7,R8",,"O3,O4,X1,X7,X8","A3,A4,A5",,,0,1,0,0,1
podium-hello-world,,,1990,269,jeremylongshore,False,2092,Dom-10,T,skillsmp,"Q1,Q3,R7,W2,X1,X7,X8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","Q1,Q3,R7,W2,X1,X7,X8","C2,C3,G2,O1,R1",6.579,9.5,4.0,250.0,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,3,0,"Q3,R7",,"X1,X7,X8",,,,0,1,0,0,0
aws-sdk-java-v2-messaging,,313.0,216,22,giuseppe-trisciuoglio,False,223,Dom-10,T,skill.sh,"A3,A5,A7,C2,G1,K4,O3,O4,Q1,Q3,R1,R7,R8,X1,X3,X7","A4,A5,A7,G1,G5,I4,O4,U2,X1,X3,X7","[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A3,A5,A7,C2,G1,K4,O3,O4,Q1,Q3,R1,R7,R8,X1,X3,X7","C2,C3,G2,O1,R1",2.679,30.0,10.0,803.56,432.0,2,star_proxy,5562.0,2.0,2.0,1.0,3,0,6,3,"Q3,R7,R8",,"K4,O3,O4,X1,X3,X7","A3,A5,A7",,,0,1,0,0,1
retellai-enterprise-rbac,,,1990,269,jeremylongshore,False,2092,Dom-10,T,skillsmp,"A7,I4,Q1,R7,X1,X8","I4,X8","[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A7,I4,Q1,R7,X1,X8","C2,C3,G2,O1,R1",6.579,14.0,10.0,921.07,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,2,R7,,"X1,X8","A7,I4",,,0,1,0,0,1
email-sequence,,20322.0,22551,3630,coreyhaines31,False,22562,Dom-10,T,skill.sh,"A3,Q1,Q3,R1,R7,U4","A2,G1,G2,Q3,Q4,S7,W3,X1","[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A3,Q1,Q3,R1,R7,U4","C2,C3,G2,O1,R1",8.494,8.0,13.0,883.4,45102.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,1,0,1,"Q3,R7",U4,,A3,,,1,0,0,1,0
instantly-automation,,,55259,5931,ComposioHQ,True,98912,Dom-10,F,skillsmp,"A3,I4,O3,Q1,Q3,R1,R7,R9",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A3,I4,O3,Q1,Q3,R1,R7,R9","C2,C3,G2,O1,R1",9.158,13.5,10.0,1236.31,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,0,1,2,"Q3,R7,R9",,O3,"A3,I4",,,0,1,0,0,1
configure-notifications,,,30354,2810,Yeachan-Heo,False,56602,Dom-10,T,skillsmp,"A4,A5,C2,I4,O4,Q1,Q2,R1,R8,X1,X7,X8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A4,A5,C2,I4,O4,Q1,Q2,R1,R8,X1,X7,X8","C2,C3,G2,O1,R1",8.679,24.0,10.0,2082.98,60708.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,4,3,"Q2,R8",,"O4,X1,X7,X8","A4,A5,I4",,,0,1,0,0,1
telephony,0.0,,106078,15187,NousResearch,True,115167,Dom-10,T,skillsdirectory,"A3,A4,A5,C2,G1,I4,Q1,Q3,R7,W2,X4,X7","A4,C2,G1,G4,I4,Q4,R10,R5,R6,W1,X1,X6,X7","[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A3,A4,A5,C2,G1,I4,Q1,Q3,R7,W2,X4,X7","C2,C3,G2,O1,R1",9.693,23.0,10.0,2229.29,212156.0,2,star_proxy,36905.0,2.0,2.0,1.8,2,0,2,4,"Q3,R7",,"X4,X7","A3,A4,A5,I4",,,0,1,0,0,1
recipe-forward-labeled-emails,,4329.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"Q1,Q3,R8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","Q1,Q3,R8","C2,C3,G2,O1,R1",8.501,2.0,1.0,17.0,50234.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,0,0,"Q3,R8",,,,,,0,0,0,0,0
recipe-label-and-archive-emails,,4463.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"O4,Q1,Q3,R8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","O4,Q1,Q3,R8","C2,C3,G2,O1,R1",8.501,4.5,4.0,153.01,50234.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,1,0,"Q3,R8",,O4,,,,0,1,0,0,0
access,,,1990,269,jeremylongshore,False,2092,Dom-10,T,skillsmp,"A4,O4,Q1,R8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A4,O4,Q1,R8","C2,C3,G2,O1,R1",6.579,7.5,10.0,493.43,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,1,1,R8,,O4,A4,,,0,1,0,0,1
gws-chat,,4720.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"O4,Q1,Q2,Q3,R4",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","O4,Q1,Q2,Q3,R4","C2,C3,G2,O1,R1",8.501,5.5,4.0,187.02,50234.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,0,1,0,"Q2,Q3,R4",,O4,,,,0,1,0,0,0
email-systems,,161.0,24807,2453,davila7,False,26056,Dom-10,T,skill.sh,"A7,O3,Q3",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A7,O3,Q3","C2,C3,G2,O1,R1",8.526,7.5,10.0,639.44,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,1,1,Q3,,O3,A7,,,0,1,0,0,1
gws-gmail-watch,,6107.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"A5,O3,O4,Q1,Q3,R8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A5,O3,O4,Q1,Q3,R8","C2,C3,G2,O1,R1",8.501,11.0,10.0,935.09,50234.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,2,1,"Q3,R8",,"O3,O4",A5,,,0,1,0,0,1
add-reactions,,,27598,12502,gavrielc,False,1276,Dom-10,T,skillsmp,"A7,Q1,Q2,R8,X3,X8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A7,Q1,Q2,R8,X3,X8","C2,C3,G2,O1,R1",8.828,11.0,10.0,971.03,55196.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,2,1,"Q2,R8",,"X3,X8",A7,,,0,1,0,0,1
connect,,,55259,5931,ComposioHQ,True,98912,Dom-10,T,skillsmp,"C3,G2,I3,I4,Q1,Q3,R7,R8,X4,X7",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","C3,G2,I3,I4,Q1,Q3,R7,R8,X4,X7","C2,C3,G2,O1,R1",9.158,16.0,10.0,1465.26,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,0,2,2,"Q3,R7,R8",,"X4,X7","I3,I4",,,0,1,0,0,1
telegram-automation,,42.0,2781,317,davepoon,False,2817,Dom-10,T,skill.sh,"I4,O3,O4,Q1,Q2,R2,R7,X7",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","I4,O3,O4,Q1,Q2,R2,R7,X7","C2,C3,G2,O1,R1",6.826,13.5,10.0,921.5,5562.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,3,1,"Q2,R7",,"O3,O4,X7",I4,,,0,1,0,0,1
ops-whatsapp-biz,,,2781,317,davepoon,False,2817,Dom-10,T,skillsmp,"A5,I4,O3,Q1,Q2,R1,X1,X7,X8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A5,I4,O3,Q1,Q2,R1,X1,X7,X8","C2,C3,G2,O1,R1",6.826,19.0,10.0,1296.93,5562.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,4,2,Q2,,"O3,X1,X7,X8","A5,I4",,,0,1,0,0,1
recipe-send-team-announcement,,4219.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"C3,Q3,R8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","C3,Q3,R8","C2,C3,G2,O1,R1",8.501,2.0,1.0,17.0,50234.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,0,0,"Q3,R8",,,,,,0,0,0,0,0
pushbullet-automation,,,55259,5931,ComposioHQ,True,98912,Dom-10,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","I4,O3,Q1,R1,R7,X7","C2,C3,G2,O1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
podium-core-workflow-a,,,1990,269,jeremylongshore,False,2092,Dom-10,T,skillsmp,"A4,Q3,R7,X1,X7,X8",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A4,Q3,R7,X1,X7,X8","C2,C3,G2,O1,R1",6.579,13.5,10.0,888.18,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,3,1,"Q3,R7",,"X1,X7,X8",A4,,,0,1,0,0,1
onesignal-rest-api-automation,,,55259,5931,ComposioHQ,True,98912,Dom-10,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","I4,O3,Q1,R1,R7,X7","C2,C3,G2,O1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
msg91-automation,0.0,,55259,5931,ComposioHQ,True,98912,Dom-10,F,skillsdirectory,"I4,O3,Q1,R1,R7,X7",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","I4,O3,Q1,R1,R7,X7","C2,C3,G2,O1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,36905.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
twilio-communications,,123.0,24807,2453,davila7,False,26056,Dom-10,T,skill.sh,"A4,A7,C2,I3,O3,O4,Q3,R1",,"[""C2"", ""C3"", ""G2"", ""O1"", ""R1""]","A4,A7,C2,I3,O3,O4,Q3,R1","C2,C3,G2,O1,R1",8.526,18.0,10.0,1534.65,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,2,3,Q3,,"O3,O4","A4,A7,I3",,,0,1,0,0,1
background-removal,,5053.0,356,63,inferen-sh,True,0,Dom-12,T,skill.sh,"Q1,R1,R7,R8,X1,X8",,"[""G3"", ""G4"", ""R1"", ""R4"", ""R5""]","Q1,R1,R7,R8,X1,X8","G3,G4,R1,R4,R5",4.386,7.0,4.0,122.8,712.0,2,star_proxy,5562.0,2.0,2.0,1.5,2,0,2,0,"R7,R8",,"X1,X8",,,,0,1,0,0,0
